Date,Open,Close
2019-01-02,469.5,466.0299987792969
2019-01-03,459.8399963378906,450.239990234375
2019-01-04,458.0799865722656,471.67999267578125
2019-01-07,472.0,478.44000244140625
2019-01-08,483.70001220703125,482.989990234375
2019-01-09,501.0,517.1099853515625
2019-01-10,510.4700012207031,518.0700073242188
2019-01-11,515.0,505.32000732421875
2019-01-14,501.0,502.7099914550781
2019-01-15,503.1199951171875,515.4600219726562
2019-01-16,518.4500122070312,515.9299926757812
2019-01-17,512.9099731445312,534.280029296875
2019-01-18,539.4000244140625,542.5499877929688
2019-01-22,537.0599975585938,536.780029296875
2019-01-23,536.239990234375,529.9500122070312
2019-01-24,534.0,536.1199951171875
2019-01-25,516.0,515.0399780273438
2019-01-28,509.1000061035156,496.7300109863281
2019-01-29,497.010009765625,494.25
2019-01-30,497.2799987792969,508.4800109863281
2019-01-31,510.1600036621094,523.6400146484375
2019-02-01,522.8499755859375,524.6500244140625
2019-02-04,522.5700073242188,522.4299926757812
2019-02-05,521.8900146484375,522.8900146484375
2019-02-06,521.3599853515625,521.9500122070312
2019-02-07,516.72998046875,509.3599853515625
2019-02-08,504.6499938964844,517.0499877929688
2019-02-11,521.6900024414062,529.4600219726562
2019-02-12,532.0499877929688,539.7100219726562
2019-02-13,529.989990234375,533.469970703125
2019-02-14,530.8400268554688,536.0800170898438
2019-02-15,540.9299926757812,548.5
2019-02-19,543.0700073242188,548.1699829101562
2019-02-20,547.6699829101562,549.6500244140625
2019-02-21,547.7000122070312,549.8699951171875
2019-02-22,551.6199951171875,551.8599853515625
2019-02-25,555.0,553.3900146484375
2019-02-26,551.22998046875,548.4600219726562
2019-02-27,545.8099975585938,549.4099731445312
2019-02-28,547.3499755859375,547.6099853515625
2019-03-01,551.7899780273438,558.5499877929688
2019-03-04,559.010009765625,549.9299926757812
2019-03-05,550.1199951171875,546.6099853515625
2019-03-06,547.0,536.510009765625
2019-03-07,536.3699951171875,533.1599731445312
2019-03-08,526.0999755859375,533.760009765625
2019-03-11,536.6900024414062,542.9500122070312
2019-03-12,545.7000122070312,550.1300048828125
2019-03-13,551.1500244140625,557.1599731445312
2019-03-14,557.0,558.72998046875
2019-03-15,560.3900146484375,558.2100219726562
2019-03-18,558.469970703125,559.489990234375
2019-03-19,560.0,562.719970703125
2019-03-20,563.0,569.3599853515625
2019-03-21,567.7899780273438,577.97998046875
2019-03-22,573.6599731445312,561.260009765625
2019-03-25,561.0,562.719970703125
2019-03-26,568.4600219726562,567.6400146484375
2019-03-27,565.5700073242188,558.27001953125
2019-03-28,558.5800170898438,562.8900146484375
2019-03-29,565.7000122070312,570.5800170898438
2019-04-01,575.0,575.5399780273438
2019-04-02,579.0,575.97998046875
2019-04-03,578.969970703125,576.260009765625
2019-04-04,577.1599731445312,570.280029296875
2019-04-05,574.52001953125,575.719970703125
2019-04-08,574.4600219726562,578.3400268554688
2019-04-09,577.3699951171875,579.3800048828125
2019-04-10,579.5900268554688,585.8900146484375
2019-04-11,585.8900146484375,584.6300048828125
2019-04-12,587.97998046875,582.8499755859375
2019-04-15,585.4400024414062,576.8099975585938
2019-04-16,582.0900268554688,561.4299926757812
2019-04-17,565.0,525.0
2019-04-18,530.0,528.0599975585938
2019-04-22,499.8999938964844,491.05999755859375
2019-04-23,495.9800109863281,500.4200134277344
2019-04-24,505.0,508.1400146484375
2019-04-25,513.1300048828125,517.780029296875
2019-04-26,521.489990234375,519.1099853515625
2019-04-29,520.0,510.3399963378906
2019-04-30,511.7699890136719,510.6300048828125
2019-05-01,511.6099853515625,497.04998779296875
2019-05-02,496.4599914550781,502.1099853515625
2019-05-03,506.4700012207031,507.94000244140625
2019-05-06,497.1400146484375,508.4800109863281
2019-05-07,502.79998779296875,491.30999755859375
2019-05-08,491.30999755859375,495.70001220703125
2019-05-09,490.5299987792969,496.05999755859375
2019-05-10,493.489990234375,495.30999755859375
2019-05-13,482.510009765625,478.75
2019-05-14,481.80999755859375,487.3500061035156
2019-05-15,485.3999938964844,489.1400146484375
2019-05-16,489.8999938964844,491.7300109863281
2019-05-17,489.1199951171875,490.1400146484375
2019-05-20,486.6499938964844,483.2200012207031
2019-05-21,487.6300048828125,483.55999755859375
2019-05-22,483.0199890136719,485.3699951171875
2019-05-23,482.510009765625,473.7799987792969
2019-05-24,475.3900146484375,476.5299987792969
2019-05-28,475.3500061035156,471.2200012207031
2019-05-29,469.29998779296875,471.92999267578125
2019-05-30,472.70001220703125,477.2200012207031
2019-05-31,468.55999755859375,464.8500061035156
2019-06-03,462.8399963378906,458.2699890136719
2019-06-04,463.79998779296875,474.42999267578125
2019-06-05,479.3699951171875,485.05999755859375
2019-06-06,485.05999755859375,485.239990234375
2019-06-07,486.4599914550781,499.0400085449219
2019-06-10,500.6000061035156,509.7200012207031
2019-06-11,512.719970703125,506.55999755859375
2019-06-12,505.7799987792969,501.9200134277344
2019-06-13,503.8900146484375,505.6000061035156
2019-06-14,502.4800109863281,496.5400085449219
2019-06-17,498.5,507.1499938964844
2019-06-18,510.0,517.280029296875
2019-06-19,516.22998046875,521.9400024414062
2019-06-20,525.0,533.0499877929688
2019-06-21,530.1099853515625,527.22998046875
2019-06-24,528.0,525.7999877929688
2019-06-25,526.0,520.530029296875
2019-06-26,523.5399780273438,513.719970703125
2019-06-27,517.1300048828125,517.760009765625
2019-06-28,517.9400024414062,524.5499877929688
2019-07-01,532.0,529.3099975585938
2019-07-02,529.02001953125,529.52001953125
2019-07-03,530.0,537.1799926757812
2019-07-05,532.02001953125,537.25
2019-07-08,534.6300048828125,533.1599731445312
2019-07-09,529.010009765625,528.27001953125
2019-07-10,530.0,532.280029296875
2019-07-11,534.0900268554688,536.0
2019-07-12,531.2100219726562,526.25
2019-07-15,529.030029296875,527.75
2019-07-16,527.1199951171875,515.5599975585938
2019-07-17,516.52001953125,523.5
2019-07-18,522.5,536.6300048828125
2019-07-19,533.25,528.8099975585938
2019-07-22,534.0,535.5
2019-07-23,532.1400146484375,537.7899780273438
2019-07-24,535.72998046875,543.0399780273438
2019-07-25,538.2899780273438,531.6900024414062
2019-07-26,533.4199829101562,527.6300048828125
2019-07-29,528.5900268554688,529.6099853515625
2019-07-30,526.1900024414062,531.6400146484375
2019-07-31,531.02001953125,519.510009765625
2019-08-01,520.489990234375,523.9500122070312
2019-08-02,520.2899780273438,513.5999755859375
2019-08-05,501.25,491.4599914550781
2019-08-06,494.3699951171875,503.7699890136719
2019-08-07,499.2300109863281,505.3599853515625
2019-08-08,509.6000061035156,519.4099731445312
2019-08-09,516.0900268554688,515.5
2019-08-12,513.0,509.8800048828125
2019-08-13,507.9100036621094,518.0
2019-08-14,510.5,500.4599914550781
2019-08-15,503.3399963378906,499.8699951171875
2019-08-16,504.95001220703125,495.45001220703125
2019-08-19,503.5,495.5
2019-08-20,497.6400146484375,497.8299865722656
2019-08-21,501.5,501.2799987792969
2019-08-22,502.0,500.2699890136719
2019-08-23,498.9800109863281,484.5799865722656
2019-08-26,489.8599853515625,491.0899963378906
2019-08-27,495.0,495.0199890136719
2019-08-28,492.0,501.25
2019-08-29,505.67999267578125,508.1600036621094
2019-08-30,510.3900146484375,511.3399963378906
2019-09-03,505.2300109863281,493.94000244140625
2019-09-04,497.3399963378906,496.2200012207031
2019-09-05,501.67999267578125,508.1700134277344
2019-09-06,509.45001220703125,505.260009765625
2019-09-09,504.0799865722656,496.69000244140625
2019-09-10,495.0,502.29998779296875
2019-09-11,504.5299987792969,522.8200073242188
2019-09-12,523.6199951171875,523.1199951171875
2019-09-13,523.6400146484375,523.219970703125
2019-09-16,518.780029296875,523.6400146484375
2019-09-17,525.0,530.1699829101562
2019-09-18,528.3099975585938,530.77001953125
2019-09-19,529.3599853515625,529.4500122070312
2019-09-20,527.0399780273438,531.1599731445312
2019-09-23,529.4600219726562,527.9600219726562
2019-09-24,532.0,541.4600219726562
2019-09-25,540.02001953125,545.010009765625
2019-09-26,545.0,543.2899780273438
2019-09-27,547.0700073242188,533.72998046875
2019-09-30,535.9299926757812,539.9299926757812
2019-10-01,539.9400024414062,528.5999755859375
2019-10-02,528.0,511.8900146484375
2019-10-03,512.280029296875,519.0700073242188
2019-10-04,522.3400268554688,529.1799926757812
2019-10-07,528.4400024414062,526.5999755859375
2019-10-08,522.25,509.0
2019-10-09,514.760009765625,514.1199951171875
2019-10-10,511.4200134277344,511.2300109863281
2019-10-11,518.0,518.030029296875
2019-10-14,518.6400146484375,518.8800048828125
2019-10-15,521.8900146484375,528.2100219726562
2019-10-16,526.9199829101562,530.239990234375
2019-10-17,534.6900024414062,529.4000244140625
2019-10-18,547.0,566.25
2019-10-21,564.2100219726562,562.7000122070312
2019-10-22,557.1500244140625,535.75
2019-10-23,535.1799926757812,539.8499755859375
2019-10-24,543.0,547.9500122070312
2019-10-25,547.0,549.27001953125
2019-10-28,548.219970703125,558.6500244140625
2019-10-29,554.9400024414062,556.1699829101562
2019-10-30,555.5499877929688,556.3200073242188
2019-10-31,553.7100219726562,552.9500122070312
2019-11-01,557.4600219726562,559.3699951171875
2019-11-04,562.510009765625,560.8599853515625
