Date,Open,Close
2019-01-02,32.0,32.099998474121094
2019-01-03,31.989999771118164,32.61000061035156
2019-01-04,32.790000915527344,33.18000030517578
2019-01-07,33.27000045776367,33.54999923706055
2019-01-08,33.70000076293945,34.290000915527344
2019-01-09,34.5,34.41999816894531
2019-01-10,34.22999954223633,34.709999084472656
2019-01-11,34.75,34.83000183105469
2019-01-14,34.75,34.77000045776367
2019-01-15,34.849998474121094,34.84000015258789
2019-01-16,34.900001525878906,35.040000915527344
2019-01-17,34.939998626708984,35.43000030517578
2019-01-18,35.43000030517578,35.63999938964844
2019-01-22,35.68000030517578,35.56999969482422
2019-01-23,35.56999969482422,35.70000076293945
2019-01-24,35.720001220703125,35.90999984741211
2019-01-25,36.06999969482422,36.04999923706055
2019-01-28,35.88999938964844,36.2400016784668
2019-01-29,36.310001373291016,36.40999984741211
2019-01-30,36.38999938964844,36.84000015258789
2019-01-31,36.810001373291016,37.20000076293945
2019-02-01,37.25,36.61000061035156
2019-02-04,36.599998474121094,36.939998626708984
2019-02-05,36.91999816894531,36.869998931884766
2019-02-06,36.880001068115234,36.7400016784668
2019-02-07,36.63999938964844,36.540000915527344
2019-02-08,36.45000076293945,36.5099983215332
2019-02-11,36.58000183105469,36.380001068115234
2019-02-12,36.279998779296875,35.790000915527344
2019-02-13,35.7599983215332,35.84000015258789
2019-02-14,35.900001525878906,35.27000045776367
2019-02-15,35.380001068115234,35.119998931884766
2019-02-19,35.18000030517578,35.38999938964844
2019-02-20,35.38999938964844,35.720001220703125
2019-02-21,35.720001220703125,35.84000015258789
2019-02-22,35.900001525878906,35.58000183105469
2019-02-25,35.529998779296875,35.040000915527344
2019-02-26,35.16999816894531,35.040000915527344
2019-02-27,34.880001068115234,35.0
2019-02-28,35.0,35.41999816894531
2019-03-01,35.5,35.779998779296875
2019-03-04,36.0,35.66999816894531
2019-03-05,35.63999938964844,35.29999923706055
2019-03-06,35.56999969482422,35.02000045776367
2019-03-07,35.099998474121094,34.869998931884766
2019-03-08,34.779998779296875,34.779998779296875
2019-03-11,34.93000030517578,34.97999954223633
2019-03-12,35.18000030517578,35.099998474121094
2019-03-13,35.130001068115234,35.27000045776367
